repo_full_name,repo_url,stars,forks,description,last_updated,primary_language,discovered_at
ridz-rs/CSC478-EagerMOT-on-KITTI,https://github.com/ridz-rs/CSC478-EagerMOT-on-KITTI,1,0,,2025-07-02T13:52:03Z,Python,2025-10-24T08:14:39.807268
ITA-TECNOLOGIA/BodyFlow,https://github.com/ITA-TECNOLOGIA/BodyFlow,12,2,,2025-09-16T13:25:12Z,Jupyter Notebook,2025-10-24T08:14:40.097640
anubhabghosh/pdanse,https://github.com/anubhabghosh/pdanse,1,1,This repository contains code related to the pDANSE method (accepted at ICASSP'25),2025-07-28T14:55:46Z,Jupyter Notebook,2025-10-24T08:14:40.374935
PercyDwn/MaritimeHindernisse,https://github.com/PercyDwn/MaritimeHindernisse,0,0,Projektseminar,2020-11-06T07:50:49Z,Python,2025-10-24T08:14:40.647020
thisisnotahuman/FullySNNforLeggedRobots,https://github.com/thisisnotahuman/FullySNNforLeggedRobots,29,0,,2025-09-18T06:20:49Z,C++,2025-10-24T08:14:41.284590
ucsdwcsng/C-Shenron,https://github.com/ucsdwcsng/C-Shenron,1,0,,2025-08-24T13:14:46Z,Python,2025-10-24T08:14:41.600488
jksdbks123/Lidar-Tracker,https://github.com/jksdbks123/Lidar-Tracker,2,0,,2025-07-24T05:07:56Z,Jupyter Notebook,2025-10-24T08:14:41.869176
AgeYY/speed_grid_cell_information,https://github.com/AgeYY/speed_grid_cell_information,0,0,,2025-03-18T15:15:19Z,Python,2025-10-24T08:14:42.158505
derekray311511/nusc_tracking,https://github.com/derekray311511/nusc_tracking,7,0,,2025-05-05T07:23:13Z,Python,2025-10-24T08:14:42.417079
dueuwh/Heart-rates-for-treadmill,https://github.com/dueuwh/Heart-rates-for-treadmill,0,0,런닝머신에서 심박수를 추정 및 보정하는 알고리즘,2025-01-16T11:27:43Z,Python,2025-10-24T08:14:42.675102
LukasInformatik/Human-Centered-Robotics-Project-5-KIT,https://github.com/LukasInformatik/Human-Centered-Robotics-Project-5-KIT,0,0,,2025-09-29T23:22:41Z,Python,2025-10-24T08:14:42.946863
lizhogn/SpindlesTracker,https://github.com/lizhogn/SpindlesTracker,2,0,"a automatically pipline for spindles detection, tracking and analysis. ",2023-05-14T09:36:51Z,Python,2025-10-24T08:14:43.262460
JunJon09/handLanguageTranslation,https://github.com/JunJon09/handLanguageTranslation,0,0,手話翻訳の研究,2025-08-18T07:34:31Z,Python,2025-10-24T08:14:43.529295
apg0001/CapstoneDesign_FingerPrinting,https://github.com/apg0001/CapstoneDesign_FingerPrinting,0,0,,2025-06-15T13:44:05Z,Python,2025-10-24T08:14:43.799367
ido90/UsingKalmanFilterTheRightWay,https://github.com/ido90/UsingKalmanFilterTheRightWay,25,1,,2025-09-03T16:42:23Z,Jupyter Notebook,2025-10-24T08:14:44.117925
RobCaamano/Uav-Detection-And-Tracking,https://github.com/RobCaamano/Uav-Detection-And-Tracking,25,3,✈️ UAV Detection System with Trajectory Tracking,2025-08-29T07:27:21Z,Python,2025-10-24T08:14:44.398819
Shahaf-Yamin/Radar-Moving-Target-Classification-Via-CNN,https://github.com/Shahaf-Yamin/Radar-Moving-Target-Classification-Via-CNN,12,4,"Radar-based classification of ground moving targetsrelies  on  Doppler  information.  Therefore,  the  classification  be-tween  humans  and  animals  is  a  challenging  task  due  to  theirsimilar Doppler signatures. This work proposes a Deep Learning-based  approach  for  ground  moving  radar  targets  classification.The proposed algorithm learns the radar targets’ micro-Dopplersignatures in the 2D fast-time slow-time domain of radar echoes.This  work  shows  that  the  convolutional  neural  network  (CNN)can  achieve  high  classification  performance.  Also,  it  shows  thatefficient  data  augmentation  and  regularization  significantly  im-prove  classification  performance  and  reduce  over-fit.",2025-05-14T02:26:30Z,Python,2025-10-24T08:14:44.699813
giacomo21/Image-analysis,https://github.com/giacomo21/Image-analysis,1,0,,2022-10-20T12:26:36Z,Python,2025-10-24T08:14:44.963578
moosa1296/effdet_ocsort,https://github.com/moosa1296/effdet_ocsort,0,0,,2024-03-01T17:40:55Z,Jupyter Notebook,2025-10-24T08:14:45.242339
kasanari/project-opies-controller,https://github.com/kasanari/project-opies-controller,1,0,,2024-04-23T06:51:57Z,Python,2025-10-24T08:14:45.530861
kernel-machine/PV_Battery,https://github.com/kernel-machine/PV_Battery,0,0,,2025-10-10T09:26:21Z,Python,2025-10-24T08:14:45.792883
Deepcong2019/yolov4_sort,https://github.com/Deepcong2019/yolov4_sort,4,2,目标检测yolov4 + 跟踪sort,2023-04-04T02:54:58Z,Python,2025-10-24T08:14:46.078276
Byongho96/ble-localization,https://github.com/Byongho96/ble-localization,0,0,BLE localization,2025-05-21T09:04:53Z,Python,2025-10-24T08:14:46.379190
brooklyn-data/dbtenv,https://github.com/brooklyn-data/dbtenv,30,3,"dbtenv is a version manager for dbt, automatically installing and switching to the needed adapter and version of dbt.",2024-12-04T22:26:05Z,Python,2025-10-24T08:14:46.698610
jeho-lee/SimpleTrack-velo,https://github.com/jeho-lee/SimpleTrack-velo,0,0,,2024-04-15T09:15:53Z,Python,2025-10-24T08:14:46.972386
SULEKHAPS/ADAS-Project,https://github.com/SULEKHAPS/ADAS-Project,0,0,,2025-03-18T16:53:11Z,Python,2025-10-24T08:14:47.278526
faryalhillan/StereoVision,https://github.com/faryalhillan/StereoVision,0,0,A simple proof-of-concept Stereo Vision project designed with GPU acceleration and multithreading in mind,2025-08-04T02:46:12Z,Jupyter Notebook,2025-10-24T08:14:47.523133
Shun2222/nmri,https://github.com/Shun2222/nmri,0,0,,2025-03-28T07:40:25Z,Jupyter Notebook,2025-10-24T08:14:47.791246
vindaalex/multizone-thermostat,https://github.com/vindaalex/multizone-thermostat,39,8,"This is a home assistant custom component. It is a thermostat including various control options, such as: on-off, PID, weather controlled. The thermostat can be used in stand-alone mode or as zoned heating (master- satellites).",2025-07-12T15:15:07Z,Python,2025-10-24T08:14:48.056732
A1ex-Chen/DL_project_log,https://github.com/A1ex-Chen/DL_project_log,1,1,,2025-06-10T15:11:15Z,Python,2025-10-24T08:14:48.342193
sepideh-shamsizadeh/GuidingRobot,https://github.com/sepideh-shamsizadeh/GuidingRobot,0,0,,2023-07-25T14:58:31Z,Python,2025-10-24T08:14:48.629776
DungLai/EMSE_dataset,https://github.com/DungLai/EMSE_dataset,0,0,Dataset and scripts used in EMSE Journal paper,2023-06-29T15:12:48Z,Unknown,2025-10-24T08:14:48.926942
majnas/Machine_Learning_With_Code,https://github.com/majnas/Machine_Learning_With_Code,4,2,Basic Machine Learning Algorithms With Code,2024-08-03T14:29:35Z,Python,2025-10-24T08:14:49.197824
robotic-vision-lab/NTrack-A-Multiple-Object-Tracker,https://github.com/robotic-vision-lab/NTrack-A-Multiple-Object-Tracker,4,1,A multiple-object tracker and for infield cotton boll counting.,2025-08-19T14:52:04Z,Python,2025-10-24T08:14:49.516764
MattPereira02/Computer-Vision,https://github.com/MattPereira02/Computer-Vision,0,0,,2025-06-25T16:26:51Z,Python,2025-10-24T08:14:49.806739
cullen-b/btucomps,https://github.com/cullen-b/btucomps,0,0,Frontend for Radio Frequency Position Tracker,2025-03-13T19:48:43Z,Python,2025-10-24T08:14:50.105011
THENABINKHANAL/major_project,https://github.com/THENABINKHANAL/major_project,1,2,,2024-01-25T15:29:43Z,Python,2025-10-24T08:14:50.384174
warm3d-org/WARM-3D,https://github.com/warm3d-org/WARM-3D,8,0,Code of Paper WARM-3D: A Weakly-Supervised Sim2Real Domain Adaptation Framework for Roadside Monocular 3D Object Detection,2025-09-11T03:11:50Z,Python,2025-10-24T08:14:51.223148
tier4/AWML,https://github.com/tier4/AWML,68,16,,2025-10-23T08:57:00Z,Python,2025-10-24T08:14:51.580489
Igorlimaponce/Vision-Mark2,https://github.com/Igorlimaponce/Vision-Mark2,0,0,,2025-08-26T22:44:48Z,JavaScript,2025-10-24T08:14:51.850112
nriaziat/thermo,https://github.com/nriaziat/thermo,0,0,,2025-04-09T15:23:29Z,Jupyter Notebook,2025-10-24T08:14:52.136736
tdgunes/pyplyn,https://github.com/tdgunes/pyplyn,5,1,Only one-way pipeline (pyplyn) for data handling in Python,2018-03-05T00:15:54Z,Python,2025-10-24T08:14:52.384579
WUR-ABE/mot-detr,https://github.com/WUR-ABE/mot-detr,2,0,MOT-DETR: 3D Single Shot Detection and Tracking with Transformers to build 3D representations for Agro-Food Robots,2025-03-13T09:56:10Z,Python,2025-10-24T08:14:52.659775
liu7388/vehicle_violation_detection,https://github.com/liu7388/vehicle_violation_detection,2,0,,2024-10-30T08:14:34Z,Python,2025-10-24T08:14:52.927628
pombredanne/FilterPype,https://github.com/pombredanne/FilterPype,0,2,FilterPype is a flow programming framework for multi-level data analysis.,2021-01-15T11:50:39Z,Python,2025-10-24T08:14:53.779848
SajjadAemmi/VLPR,https://github.com/SajjadAemmi/VLPR,22,0,Vehicle and License Plate Recognition,2025-08-03T18:01:22Z,C++,2025-10-24T08:14:54.058338
mcv-m6-video/mcv-m6-2020-team3,https://github.com/mcv-m6-video/mcv-m6-2020-team3,2,2,Team 3,2020-05-04T12:26:31Z,Jupyter Notebook,2025-10-24T08:14:54.366059
ManviQ/Employee-Tracker,https://github.com/ManviQ/Employee-Tracker,0,0,Project on Employee Performance Tracker,2024-06-13T06:12:25Z,Python,2025-10-24T08:14:54.670371
kbvatral/MF-SORT,https://github.com/kbvatral/MF-SORT,3,2,Unofficial implementation of the Motion Feature SORT algorithm,2025-08-03T08:31:10Z,Python,2025-10-24T08:14:54.928497
HKPolyU-UAV/bluerov2,https://github.com/HKPolyU-UAV/bluerov2,62,10,Designing MPC for bluerov2 model,2025-10-09T10:41:21Z,C++,2025-10-24T08:14:55.277109
brij0/License-Plate-analysis,https://github.com/brij0/License-Plate-analysis,0,0,,2024-12-23T22:31:56Z,Python,2025-10-24T08:14:55.554963
fbh16/small_object_detection,https://github.com/fbh16/small_object_detection,2,0,,2024-08-17T09:27:27Z,Python,2025-10-24T08:14:55.836751
SIRGLab/bronchoscopy-dataset-and-benchmark,https://github.com/SIRGLab/bronchoscopy-dataset-and-benchmark,8,1,Feature-based Visual Odometry for Bronchoscopy: A Dataset and Benchmark,2025-06-16T06:49:55Z,Python,2025-10-24T08:14:56.172883
MISTLab/RangeTracker,https://github.com/MISTLab/RangeTracker,38,12,Accurate position tracking with a single UWB anchor,2025-08-23T12:49:47Z,Python,2025-10-24T08:14:56.569860
duckietown/dt-core,https://github.com/duckietown/dt-core,2,21,This is the code that runs the core stack on the Duckiebot in ROS,2025-07-14T02:57:43Z,Python,2025-10-24T08:14:56.874457
haldunbalim/Meta-Output-Predictor,https://github.com/haldunbalim/Meta-Output-Predictor,4,1,,2025-06-20T16:47:13Z,Python,2025-10-24T08:14:57.143111
Jerejere0808/Vitrack2,https://github.com/Jerejere0808/Vitrack2,0,0,,2024-09-28T09:38:33Z,Jupyter Notebook,2025-10-24T08:14:57.431939
xenakal/Simulation_Interactions,https://github.com/xenakal/Simulation_Interactions,2,0,"A multi-agent system simulator for tracking multiple targets in a room, using agent-cameras to collect and share data to reconstruct trajectories using a distributed Kalman Filter",2024-10-20T13:23:45Z,Python,2025-10-24T08:14:57.675960
ethho/DeepLabCut,https://github.com/ethho/DeepLabCut,0,2,Fork of DeepLabCut/DeepLabCut,2021-02-10T21:38:51Z,Python,2025-10-24T08:14:57.991187
jbeale1/doppler,https://github.com/jbeale1/doppler,19,4,Doppler radar measurements of cars and pedestrians,2025-05-11T17:51:13Z,Python,2025-10-24T08:14:58.309784
AmitKolekar/TRVDS,https://github.com/AmitKolekar/TRVDS,3,0,"Traffic Rule Violation Detection System : I've developed a machine learning system with the ability to detect road violations through video surveillance cameras. This model has undergone rigorous training using a diverse set of data, resulting in exceptional accuracy.",2024-03-16T00:18:36Z,Python,2025-10-24T08:14:58.589262
VjiaLi/NanoTrack,https://github.com/VjiaLi/NanoTrack,22,1,CVIPPR2024 - NanoTrack : An Enhanced MOT Method by Recycling Low-score Detections from Light-weight Object Detector,2025-09-15T13:28:31Z,Python,2025-10-24T08:14:58.880615
thalesians/tsa,https://github.com/thalesians/tsa,130,31,The Thalesians' Time Series Analysis (TSA) library,2025-07-22T11:27:03Z,Jupyter Notebook,2025-10-24T08:14:59.181547
EricSanchezok/panda_ws,https://github.com/EricSanchezok/panda_ws,0,0,,2023-06-19T08:18:42Z,Python,2025-10-24T08:14:59.466540
Juren39/gait_tracking,https://github.com/Juren39/gait_tracking,2,0,,2025-04-15T06:14:42Z,Python,2025-10-24T08:14:59.733939
tommikulevich/3D-organs-modeling,https://github.com/tommikulevich/3D-organs-modeling,4,0,3D Modeling of organ structures based on a medical scan of the organ in the form of series of 2D photos,2024-10-08T15:45:06Z,Python,2025-10-24T08:15:00.025310
cssr4africa/cssr4africa,https://github.com/cssr4africa/cssr4africa,5,6,Source code for the CSSR4Africa project,2025-10-13T14:36:25Z,C++,2025-10-24T08:15:00.346471
nagisa1201/robocup,https://github.com/nagisa1201/robocup,1,0,,2025-08-06T10:01:14Z,Python,2025-10-24T08:15:00.642470
DeepTSAD/BDM,https://github.com/DeepTSAD/BDM,1,2,,2025-04-25T07:47:30Z,Python,2025-10-24T08:15:00.901371
DREAMS-lab/udrone_boat_localization,https://github.com/DREAMS-lab/udrone_boat_localization,0,0,Linear and non linear state estimators for udrone and boat system,2020-11-14T20:30:08Z,Python,2025-10-24T08:15:01.236389
mathsman5133/thesis-dashboard,https://github.com/mathsman5133/thesis-dashboard,0,0,,2024-11-06T03:11:05Z,Jupyter Notebook,2025-10-24T08:15:01.509958
jxtse/2024MCM-B-DeepSeaRescue,https://github.com/jxtse/2024MCM-B-DeepSeaRescue,0,1,"2024 MCM Question B titled ""Deep-Sea Rescue: Localization and Search Strategies in Challenging Oceanic Environments"" 2024年美赛B题的论文和代码，该论文最终获Honorable Mention奖",2024-11-14T02:54:50Z,Python,2025-10-24T08:15:01.785110
michael-berk/useful,https://github.com/michael-berk/useful,0,0,Code that I repeatedly use.,2023-06-26T01:52:11Z,Python,2025-10-24T08:15:02.071149
LF-RoGu/Radar-mmWave,https://github.com/LF-RoGu/Radar-mmWave,0,0,Radar and SiCo2 Class material and project,2025-02-28T09:29:56Z,HTML,2025-10-24T08:15:02.353873
PIYUSH-JOSHI1/Traffic_Optimization,https://github.com/PIYUSH-JOSHI1/Traffic_Optimization,8,0,"Our platform utilizes advanced technologies to optimize traffic flow and minimize congestion at intersections. Through real-time data analysis and adaptive signal control systems, we empower traffic authorities to make informed decisions and dynamically adjust signal timings,",2025-09-18T15:57:20Z,SCSS,2025-10-24T08:15:02.640656
armandkrynauw/ball-tracker,https://github.com/armandkrynauw/ball-tracker,0,0,Just another ball tracker,2024-11-03T21:22:12Z,Python,2025-10-24T08:15:02.917841
oussjalleli/gender-ethnecity-age-prediction,https://github.com/oussjalleli/gender-ethnecity-age-prediction,0,0,,2024-08-01T20:22:15Z,Jupyter Notebook,2025-10-24T08:15:03.223628
filrLi/9517-group-project,https://github.com/filrLi/9517-group-project,0,0,9517 project group part,2020-04-24T13:42:42Z,Jupyter Notebook,2025-10-24T08:15:03.485116
anjanavishvanath/coconut-counter,https://github.com/anjanavishvanath/coconut-counter,0,0,,2025-10-21T12:13:26Z,Python,2025-10-24T08:15:03.755992
chan32167/tfm,https://github.com/chan32167/tfm,0,0,,2025-02-25T14:40:49Z,Python,2025-10-24T08:15:04.018798
ErikGDev/instance-segmentation,https://github.com/ErikGDev/instance-segmentation,18,2,Instance segmentation for robotics using Mask-RCNN,2025-07-01T07:58:43Z,Python,2025-10-24T08:15:04.335602
KKalem/smarc2,https://github.com/KKalem/smarc2,0,32,smarc ros2-humble main repository,2025-10-23T09:43:17Z,Python,2025-10-24T08:15:04.615874
lukaskrabbe/raspi-car-uwb,https://github.com/lukaskrabbe/raspi-car-uwb,1,0,"A Raberry PI based Micro Car, wich uses Ultra Wide Band with Anchors for Localization",2024-05-18T23:18:01Z,C,2025-10-24T08:15:04.944420
Yajeshchandra/motor_health_monitor,https://github.com/Yajeshchandra/motor_health_monitor,0,0,,2024-10-24T13:09:38Z,Python,2025-10-24T08:15:05.220081
Said-belaroussi/rvr_robot_detection,https://github.com/Said-belaroussi/rvr_robot_detection,0,0,,2024-06-28T09:35:48Z,Python,2025-10-24T08:15:05.533962
maple5717/wrp_workspace,https://github.com/maple5717/wrp_workspace,0,0,,2024-11-21T13:03:45Z,Python,2025-10-24T08:15:05.985201
raccoonmonk/pyside2,https://github.com/raccoonmonk/pyside2,1,1,Repository for PySide2 experiments. Initially for std::shared_ptr support. This is NOT THE OFFICIAL repository. Visit https://wiki.qt.io/PySide2 git://code.qt.io/pyside/pyside-setup.git,2022-03-20T11:46:05Z,Python,2025-10-24T08:15:06.328651
recycie/motorcycle-helmet-detection-yolov8,https://github.com/recycie/motorcycle-helmet-detection-yolov8,0,0,,2024-10-08T06:16:59Z,JavaScript,2025-10-24T08:15:06.598967
andrr64/AI-Deteksi-Curanmor,https://github.com/andrr64/AI-Deteksi-Curanmor,0,0,,2025-06-08T03:31:25Z,Python,2025-10-24T08:15:06.890869
snehilvj/dmc-docs,https://github.com/snehilvj/dmc-docs,66,35,Documentation for Dash Mantine Components library. ,2025-10-23T19:46:54Z,Python,2025-10-24T08:15:07.207455
poomstas/sensor-fusion-team,https://github.com/poomstas/sensor-fusion-team,0,0,,2023-11-18T13:19:57Z,Python,2025-10-24T08:15:07.548952
jmferreiro76/https-github.com-rlabbe-Kalman-and-Bayesian-Filters-in-Python,https://github.com/jmferreiro76/https-github.com-rlabbe-Kalman-and-Bayesian-Filters-in-Python,5,3,,2025-07-11T20:44:03Z,Jupyter Notebook,2025-10-24T08:15:07.871422
karthick1005/License-Plate-Detector,https://github.com/karthick1005/License-Plate-Detector,0,0,,2025-07-08T08:14:00Z,Python,2025-10-24T08:15:08.167161
Shion-daze/Virtual-Mouse,https://github.com/Shion-daze/Virtual-Mouse,0,0,This is for my under-guraduated research,2024-05-31T02:45:12Z,Python,2025-10-24T08:15:08.453130
zhuo34/DyEnsemble,https://github.com/zhuo34/DyEnsemble,6,1,,2024-06-18T02:40:53Z,Python,2025-10-24T08:15:08.764477
Pked01/openvino_work,https://github.com/Pked01/openvino_work,0,0,These contains set of work and notebook related to openvino inference,2025-07-31T14:35:32Z,Jupyter Notebook,2025-10-24T08:15:09.040799
interstel-tech/alphabot_swarm,https://github.com/interstel-tech/alphabot_swarm,0,0,Code to deploy on Alphabots to test the STTR swarm control algorithms. Initial work performed by RI for STTR phase 2E.,2025-10-03T08:56:51Z,Python,2025-10-24T08:15:09.363046
dannyvaks/video-analysis-app,https://github.com/dannyvaks/video-analysis-app,0,0,,2025-06-11T10:27:52Z,TypeScript,2025-10-24T08:15:09.638928
kadirnar/sort-pip,https://github.com/kadirnar/sort-pip,5,2,Sort-Pip: Packaged version of the Sort repository,2023-07-30T16:33:33Z,Python,2025-10-24T08:15:09.895200
nilesh0109/PedestrianTracking,https://github.com/nilesh0109/PedestrianTracking,11,2,Yolo-v3 and SORT(kalman filter) based pedestrian detector and tracker,2025-10-14T11:27:14Z,Python,2025-10-24T08:15:10.195078
dolokov/upper_bound_tracking,https://github.com/dolokov/upper_bound_tracking,0,0,,2022-12-18T21:50:57Z,Python,2025-10-24T08:15:10.494559
robocomp/human-detection,https://github.com/robocomp/human-detection,3,3,,2024-05-20T08:27:29Z,C++,2025-10-24T08:15:10.829081
aaravgupta1030/VOCA,https://github.com/aaravgupta1030/VOCA,1,1,"VOCA: Non-Invasive, Voice-Activated, 3D-Printed Prosthetic Arm",2025-06-16T01:29:22Z,Python,2025-10-24T08:15:11.098028
d4rk3r9923/face-sys,https://github.com/d4rk3r9923/face-sys,0,0,,2023-12-22T07:34:50Z,Jupyter Notebook,2025-10-24T08:15:11.399583
yufanana/bb_tracker,https://github.com/yufanana/bb_tracker,0,0,"2D bounding box tracker developed based off SORT, for a special course with AgriRobot, Fall 2023",2023-12-13T08:55:59Z,Python,2025-10-24T08:15:11.685501
